,cnn_intrsctn_fkey,cnn_sgmt_fkey,ped_action,number_injured,number_killed
517,24434000,,Not Stated,1,0.0
518,50893000,2800102.0,No Pedestrian Involved,1,0.0
519,52238000,9814101.0,No Pedestrian Involved,1,0.0
520,24623000,10624001.0,No Pedestrian Involved,1,0.0
521,25223000,,No Pedestrian Involved,1,0.0
522,24171000,,Not Stated,1,0.0
523,24444000,,No Pedestrian Involved,1,0.0
524,26037000,5446000.0,Crossing in Crosswalk at Intersection,1,0.0
525,24888000,,"In Road, Including Shoulder",1,0.0
526,25179000,,No Pedestrian Involved,1,0.0
527,25204000,,No Pedestrian Involved,1,0.0
528,34153000,14219000.0,No Pedestrian Involved,1,0.0
529,26044000,5071000.0,No Pedestrian Involved,1,0.0
530,26578000,,No Pedestrian Involved,1,0.0
531,33708000,,No Pedestrian Involved,3,0.0
532,23774000,,No Pedestrian Involved,1,0.0
533,25321000,,Crossing in Crosswalk at Intersection,1,0.0
534,25191000,5067000.0,No Pedestrian Involved,1,0.0
535,27375000,,Crossing in Crosswalk at Intersection,1,0.0
536,23627000,1411000.0,No Pedestrian Involved,1,0.0
537,26191000,4381000.0,No Pedestrian Involved,1,0.0
538,33391000,,No Pedestrian Involved,1,0.0
539,24142000,723000.0,No Pedestrian Involved,1,0.0
540,24403000,4980000.0,No Pedestrian Involved,1,0.0
541,25328000,6449000.0,No Pedestrian Involved,1,0.0
542,24933000,7116000.0,No Pedestrian Involved,1,0.0
543,27966000,,No Pedestrian Involved,2,0.0
544,27473000,,Not Stated,1,0.0
545,21135000,,No Pedestrian Involved,1,0.0
546,30754000,8758101.0,No Pedestrian Involved,1,0.0
547,24436000,6813000.0,No Pedestrian Involved,2,0.0
548,23182000,12394000.0,Crossing Not in Crosswalk,1,0.0
549,23966000,,No Pedestrian Involved,1,0.0
550,23601000,12549101.0,No Pedestrian Involved,1,0.0
551,26011000,,"In Road, Including Shoulder",1,0.0
552,24645000,,No Pedestrian Involved,1,0.0
553,32859000,184101.0,No Pedestrian Involved,1,0.0
554,28106000,,No Pedestrian Involved,3,0.0
555,24675000,,No Pedestrian Involved,1,0.0
556,24611000,9542000.0,Crossing Not in Crosswalk,1,0.0
557,24613000,,No Pedestrian Involved,1,0.0
558,26653000,,No Pedestrian Involved,1,0.0
559,26242000,4076000.0,No Pedestrian Involved,1,0.0
560,25892000,,No Pedestrian Involved,0,0.0
561,26059000,6826000.0,No Pedestrian Involved,1,0.0
562,24900000,5171000.0,No Pedestrian Involved,1,0.0
563,23742000,4633000.0,No Pedestrian Involved,1,0.0
564,23937000,,Not Stated,1,0.0
565,27968000,5954000.0,No Pedestrian Involved,1,0.0
566,24022000,,Crossing in Crosswalk at Intersection,1,0.0
567,27282000,391000.0,No Pedestrian Involved,1,0.0
568,24160000,881000.0,No Pedestrian Involved,1,0.0
569,24079000,,No Pedestrian Involved,3,0.0
570,23586000,182000.0,No Pedestrian Involved,1,0.0
571,25900000,,No Pedestrian Involved,1,0.0
572,27272000,,No Pedestrian Involved,1,0.0
573,23724000,1329000.0,No Pedestrian Involved,1,0.0
574,23070000,,Not Stated,1,0.0
575,28009000,,No Pedestrian Involved,1,0.0
576,24209000,6733000.0,No Pedestrian Involved,1,0.0
577,24917000,,No Pedestrian Involved,1,0.0
578,26801000,9743000.0,No Pedestrian Involved,1,0.0
579,23613000,10338000.0,No Pedestrian Involved,1,0.0
580,25723000,805000.0,No Pedestrian Involved,1,0.0
581,33411000,,No Pedestrian Involved,1,0.0
582,25177000,13663000.0,"In Road, Including Shoulder",1,0.0
583,24262000,5672000.0,No Pedestrian Involved,1,0.0
584,24310000,,Crossing Not in Crosswalk,1,0.0
585,23889000,,No Pedestrian Involved,1,0.0
586,26973000,8462101.0,No Pedestrian Involved,4,0.0
587,23880000,4843000.0,No Pedestrian Involved,1,0.0
588,25480000,9689000.0,No Pedestrian Involved,1,0.0
589,21140000,10744000.0,No Pedestrian Involved,1,0.0
590,33281000,2799203.0,No Pedestrian Involved,1,0.0
591,27078000,,No Pedestrian Involved,1,0.0
592,25252000,,No Pedestrian Involved,1,0.0
593,26547000,3170000.0,No Pedestrian Involved,1,0.0
594,32859000,,No Pedestrian Involved,1,0.0
595,25712000,887000.0,No Pedestrian Involved,1,0.0
596,24160000,13064000.0,No Pedestrian Involved,1,0.0
597,20239000,,Crossing Not in Crosswalk,1,0.0
598,32859000,184101.0,No Pedestrian Involved,1,0.0
599,27231000,,No Pedestrian Involved,1,0.0
600,34013000,12557101.0,No Pedestrian Involved,1,0.0
601,24514000,,Crossing in Crosswalk Not at Intersection,1,0.0
602,25153000,,No Pedestrian Involved,1,0.0
603,20664000,,Not Stated,1,0.0
604,24083000,,Not in Road,2,2.0
605,24892000,8747202.0,No Pedestrian Involved,1,0.0
606,23756000,,Crossing in Crosswalk at Intersection,1,0.0
607,25221000,10569000.0,Not Stated,1,0.0
608,32859000,184101.0,No Pedestrian Involved,2,0.0
609,26676000,5563000.0,"In Road, Including Shoulder",1,0.0
610,24272000,5678000.0,No Pedestrian Involved,1,0.0
611,20945000,,No Pedestrian Involved,0,1.0
612,24117000,1194000.0,Crossing Not in Crosswalk,1,0.0
613,27075000,7640000.0,No Pedestrian Involved,1,0.0
614,27262000,5915000.0,No Pedestrian Involved,1,0.0
615,21310000,,No Pedestrian Involved,1,0.0
616,25823000,3787000.0,No Pedestrian Involved,1,0.0
617,30755000,,No Pedestrian Involved,1,0.0
618,32859000,184101.0,"In Road, Including Shoulder",1,0.0
619,23513000,6436201.0,No Pedestrian Involved,1,0.0
620,26162000,,No Pedestrian Involved,1,0.0
621,20666000,9554000.0,No Pedestrian Involved,1,0.0
622,22579000,,Not Stated,1,0.0
623,25952000,,No Pedestrian Involved,1,0.0
624,30739000,8747103.0,No Pedestrian Involved,1,0.0
625,24145000,9120000.0,No Pedestrian Involved,1,0.0
626,26536000,,No Pedestrian Involved,1,0.0
627,24313000,,Crossing in Crosswalk at Intersection,1,0.0
628,25182000,,Not in Road,1,0.0
629,20573000,8665201.0,Not Stated,1,0.0
630,33360000,3253000.0,No Pedestrian Involved,1,0.0
631,25252000,3546000.0,No Pedestrian Involved,1,0.0
632,20897000,,Crossing in Crosswalk at Intersection,1,0.0
633,32859000,184101.0,No Pedestrian Involved,1,0.0
634,27062000,,Not in Road,1,0.0
635,27493000,,No Pedestrian Involved,1,0.0
636,30734000,8743201.0,"In Road, Including Shoulder",1,0.0
637,24886000,9064000.0,No Pedestrian Involved,1,0.0
638,20732000,,No Pedestrian Involved,1,0.0
639,24298000,12477000.0,Not in Road,2,0.0
640,25727000,4011000.0,No Pedestrian Involved,1,0.0
641,21806000,11439105.0,No Pedestrian Involved,1,0.0
642,24739000,10462000.0,No Pedestrian Involved,1,0.0
643,23799000,,Not Stated,1,0.0
644,25221000,10569000.0,No Pedestrian Involved,1,0.0
645,27149000,360000.0,No Pedestrian Involved,1,0.0
646,25200000,10640000.0,No Pedestrian Involved,1,0.0
647,30735000,8744201.0,No Pedestrian Involved,1,0.0
648,26308000,,No Pedestrian Involved,1,0.0
649,20807000,,Crossing Not in Crosswalk,1,0.0
650,26413000,4240000.0,Crossing Not in Crosswalk,1,0.0
651,26303000,3696000.0,No Pedestrian Involved,1,0.0
652,25316000,,No Pedestrian Involved,1,0.0
653,30746000,,No Pedestrian Involved,1,0.0
654,27611000,3588000.0,No Pedestrian Involved,1,0.0
655,22460000,11469000.0,No Pedestrian Involved,1,0.0
656,24898000,8748101.0,No Pedestrian Involved,1,0.0
657,21705000,2158201.0,No Pedestrian Involved,1,0.0
658,25088000,,Not Stated,1,0.0
659,25956000,,No Pedestrian Involved,1,0.0
660,26609000,,Not Stated,1,0.0
661,30766000,7151000.0,No Pedestrian Involved,2,0.0
662,24160000,880000.0,No Pedestrian Involved,1,0.0
663,26609000,,No Pedestrian Involved,1,0.0
664,50156000,12556102.0,No Pedestrian Involved,1,0.0
665,23606000,,"In Road, Including Shoulder",1,0.0
666,24354000,,Not Stated,1,0.0
667,26505000,,Crossing in Crosswalk at Intersection,1,0.0
668,26070000,6276000.0,No Pedestrian Involved,1,0.0
669,25977000,11507000.0,No Pedestrian Involved,1,0.0
670,20726000,9504000.0,No Pedestrian Involved,2,0.0
671,27506000,,No Pedestrian Involved,1,0.0
672,25723000,805000.0,No Pedestrian Involved,1,0.0
673,24837000,12836000.0,No Pedestrian Involved,1,0.0
674,23710000,,No Pedestrian Involved,1,0.0
675,23831000,,No Pedestrian Involved,1,0.0
676,24555000,12045000.0,Crossing Not in Crosswalk,1,0.0
677,27830000,,No Pedestrian Involved,1,0.0
678,27433000,7302000.0,No Pedestrian Involved,2,0.0
679,20813000,,No Pedestrian Involved,1,0.0
680,21744000,9167000.0,Crossing in Crosswalk at Intersection,1,0.0
681,27245000,6058101.0,No Pedestrian Involved,1,0.0
682,23195000,12395000.0,No Pedestrian Involved,1,0.0
683,26552000,,No Pedestrian Involved,1,0.0
684,26070000,,No Pedestrian Involved,1,0.0
685,25941000,,No Pedestrian Involved,1,0.0
686,24192000,,No Pedestrian Involved,1,0.0
687,26446000,12084000.0,No Pedestrian Involved,1,0.0
688,24572000,,Crossing in Crosswalk at Intersection,1,0.0
689,26833000,3459000.0,No Pedestrian Involved,1,0.0
690,26695000,,No Pedestrian Involved,1,0.0
691,20692000,,No Pedestrian Involved,1,0.0
692,30749000,8756101.0,No Pedestrian Involved,1,0.0
693,24599000,9040000.0,Crossing Not in Crosswalk,1,0.0
694,25226000,,No Pedestrian Involved,2,0.0
695,23937000,,No Pedestrian Involved,1,0.0
696,25830000,8770101.0,No Pedestrian Involved,1,0.0
697,30742000,8751101.0,No Pedestrian Involved,1,0.0
698,24697000,,No Pedestrian Involved,1,0.0
699,25639000,,No Pedestrian Involved,1,0.0
700,33570000,8776105.0,No Pedestrian Involved,1,0.0
701,52254000,2799201.0,No Pedestrian Involved,1,0.0
702,24645000,,Crossing in Crosswalk at Intersection,1,0.0
703,24766000,4288000.0,No Pedestrian Involved,1,0.0
704,34074000,14131000.0,No Pedestrian Involved,1,0.0
705,24292000,9100000.0,"In Road, Including Shoulder",1,0.0
706,25971000,,No Pedestrian Involved,1,0.0
707,25882000,,No Pedestrian Involved,1,0.0
708,26079000,,No Pedestrian Involved,1,0.0
709,26977000,3982000.0,No Pedestrian Involved,1,0.0
710,21326000,9140000.0,No Pedestrian Involved,5,0.0
711,27997000,10537000.0,No Pedestrian Involved,2,0.0
712,20896000,,No Pedestrian Involved,2,0.0
713,26416000,9767000.0,No Pedestrian Involved,1,0.0
714,25120000,13425000.0,Crossing Not in Crosswalk,1,0.0
715,22679000,9285101.0,No Pedestrian Involved,1,0.0
716,30745000,,No Pedestrian Involved,1,0.0
717,24583000,5661000.0,No Pedestrian Involved,1,0.0
718,30739000,8748101.0,No Pedestrian Involved,1,0.0
719,24918000,10629000.0,No Pedestrian Involved,1,0.0
720,24627000,,No Pedestrian Involved,1,0.0
721,50893000,2800102.0,No Pedestrian Involved,1,0.0
722,24130000,,Crossing in Crosswalk at Intersection,1,0.0
723,30747000,8754102.0,No Pedestrian Involved,1,0.0
724,27621000,3590000.0,Not in Road,1,0.0
725,25577000,2780000.0,No Pedestrian Involved,1,0.0
726,25196000,9736000.0,No Pedestrian Involved,1,0.0
727,25595000,2842000.0,No Pedestrian Involved,1,0.0
728,24129000,12025000.0,No Pedestrian Involved,1,0.0
729,25906000,6315000.0,No Pedestrian Involved,1,0.0
730,21517000,,No Pedestrian Involved,1,0.0
731,24276000,5676000.0,No Pedestrian Involved,1,0.0
732,25720000,889000.0,Not in Road,2,0.0
733,23601000,,No Pedestrian Involved,1,0.0
734,23952000,10672000.0,Crossing Not in Crosswalk,1,0.0
735,24910000,12225000.0,Not Stated,1,0.0
736,26938000,3568000.0,No Pedestrian Involved,1,0.0
737,22465000,11470000.0,No Pedestrian Involved,1,0.0
738,23937000,298000.0,Not in Road,1,0.0
739,26545000,,No Pedestrian Involved,1,0.0
740,26547000,,No Pedestrian Involved,1,0.0
741,24141000,,No Pedestrian Involved,1,0.0
742,24575000,4972000.0,No Pedestrian Involved,1,0.0
743,33755000,2799104.0,No Pedestrian Involved,1,0.0
744,24145000,,Not Stated,1,0.0
745,23599000,,No Pedestrian Involved,1,0.0
746,20979000,,No Pedestrian Involved,1,0.0
747,24645000,,Not Stated,1,0.0
748,21304000,9128000.0,"In Road, Including Shoulder",1,0.0
749,26332000,,No Pedestrian Involved,2,0.0
750,24467000,5805000.0,No Pedestrian Involved,1,0.0
751,26646000,4110000.0,Not in Road,1,0.0
752,23937000,,No Pedestrian Involved,1,0.0
753,24924000,,Crossing in Crosswalk at Intersection,1,0.0
754,24952000,10630000.0,No Pedestrian Involved,1,0.0
755,24819000,,No Pedestrian Involved,1,0.0
756,22063000,3834000.0,"In Road, Including Shoulder",1,0.0
757,23016000,,No Pedestrian Involved,1,0.0
758,24926000,,No Pedestrian Involved,1,0.0
759,27967000,,No Pedestrian Involved,1,0.0
760,25977000,11508000.0,No Pedestrian Involved,1,0.0
761,30747000,,No Pedestrian Involved,5,0.0
762,24978000,12200000.0,No Pedestrian Involved,1,0.0
763,22264000,3031201.0,No Pedestrian Involved,1,0.0
764,27926000,8514000.0,No Pedestrian Involved,1,0.0
765,25813000,3791000.0,No Pedestrian Involved,1,0.0
766,21332000,9133000.0,No Pedestrian Involved,1,0.0
767,24082000,1190000.0,Not in Road,1,0.0
768,25933000,3332000.0,No Pedestrian Involved,1,0.0
769,26498000,3446000.0,No Pedestrian Involved,1,0.0
770,33699000,11438102.0,No Pedestrian Involved,1,0.0
771,20498000,,No Pedestrian Involved,2,0.0
772,26508000,3552000.0,Not in Road,1,0.0
773,25221000,3548000.0,No Pedestrian Involved,2,0.0
774,24008000,3309000.0,Crossing Not in Crosswalk,1,0.0
775,52166000,548101.0,No Pedestrian Involved,1,0.0
776,33436000,,No Pedestrian Involved,1,0.0
777,24150000,879000.0,No Pedestrian Involved,1,0.0
778,24996000,,Crossing in Crosswalk at Intersection,1,0.0
779,25055000,10131000.0,Not in Road,1,0.0
780,22715000,13230000.0,No Pedestrian Involved,1,0.0
781,23800000,12655000.0,No Pedestrian Involved,1,0.0
782,23589000,7832101.0,No Pedestrian Involved,1,0.0
783,25723000,805000.0,No Pedestrian Involved,1,0.0
784,26050000,,No Pedestrian Involved,1,0.0
785,25190000,,No Pedestrian Involved,4,0.0
786,25175000,10554000.0,No Pedestrian Involved,1,0.0
787,24199000,,No Pedestrian Involved,2,0.0
788,24545000,12550202.0,No Pedestrian Involved,1,0.0
789,25531000,3962000.0,No Pedestrian Involved,1,0.0
790,24459000,13146101.0,No Pedestrian Involved,1,0.0
791,30746000,,No Pedestrian Involved,1,0.0
792,25710000,4018000.0,No Pedestrian Involved,1,0.0
793,54093000,,Crossing in Crosswalk at Intersection,2,0.0
794,33717000,19003000.0,"In Road, Including Shoulder",1,0.0
795,25930000,,No Pedestrian Involved,1,0.0
796,26964000,3979000.0,No Pedestrian Involved,1,0.0
797,24079000,,Crossing Not in Crosswalk,1,0.0
798,33438000,2178201.0,No Pedestrian Involved,1,0.0
799,27210000,,No Pedestrian Involved,1,0.0
800,23827000,3079000.0,No Pedestrian Involved,1,0.0
801,30755000,,No Pedestrian Involved,1,0.0
802,25484000,7455000.0,No Pedestrian Involved,1,0.0
803,26929000,,No Pedestrian Involved,3,0.0
804,26552000,,No Pedestrian Involved,1,0.0
805,26974000,8463101.0,No Pedestrian Involved,1,0.0
806,26628000,,No Pedestrian Involved,1,0.0
807,30756000,8759101.0,No Pedestrian Involved,1,0.0
808,24434000,,No Pedestrian Involved,1,0.0
809,33626000,1177000.0,"In Road, Including Shoulder",1,0.0
810,23937000,,No Pedestrian Involved,1,0.0
811,30755000,,No Pedestrian Involved,1,0.0
812,33713000,3242201.0,No Pedestrian Involved,2,0.0
813,33776000,,No Pedestrian Involved,1,0.0
814,26429000,11856000.0,"In Road, Including Shoulder",1,0.0
815,25353000,,No Pedestrian Involved,1,0.0
816,33364000,2488201.0,No Pedestrian Involved,1,0.0
817,24377000,,No Pedestrian Involved,1,0.0
818,23096000,12377000.0,"In Road, Including Shoulder",1,0.0
819,25475000,,No Pedestrian Involved,1,0.0
820,25575000,,No Pedestrian Involved,1,0.0
821,26365000,12737000.0,No Pedestrian Involved,1,0.0
822,27419000,1139000.0,No Pedestrian Involved,1,0.0
823,26031000,9760000.0,No Pedestrian Involved,1,0.0
824,24416000,446000.0,No Pedestrian Involved,1,0.0
825,24174000,,No Pedestrian Involved,1,0.0
826,23838000,,Crossing in Crosswalk at Intersection,1,0.0
827,20308000,,No Pedestrian Involved,1,0.0
828,26027000,9759000.0,No Pedestrian Involved,1,0.0
829,27015000,8707101.0,Not in Road,2,0.0
830,25984000,4991000.0,No Pedestrian Involved,1,0.0
831,27289000,6064101.0,"In Road, Including Shoulder",1,0.0
832,24540000,,No Pedestrian Involved,7,0.0
833,25351000,12212000.0,Crossing Not in Crosswalk,1,0.0
834,24358000,9110000.0,No Pedestrian Involved,1,0.0
835,24370000,584000.0,Crossing Not in Crosswalk,1,0.0
836,23904000,,No Pedestrian Involved,1,0.0
837,26376000,,Crossing in Crosswalk at Intersection,1,0.0
838,26705000,,Not Stated,1,0.0
839,23931000,,Crossing in Crosswalk at Intersection,1,0.0
840,24173000,4077000.0,No Pedestrian Involved,1,0.0
841,25536000,8271000.0,No Pedestrian Involved,1,0.0
842,20306000,,No Pedestrian Involved,0,1.0
843,27259000,7538000.0,No Pedestrian Involved,1,0.0
844,27803000,1977000.0,No Pedestrian Involved,1,0.0
845,25701000,,No Pedestrian Involved,1,0.0
846,22285000,9748101.0,No Pedestrian Involved,1,0.0
847,21751000,9172201.0,No Pedestrian Involved,2,0.0
848,24414000,9108000.0,No Pedestrian Involved,2,0.0
849,24390000,,"In Road, Including Shoulder",1,0.0
850,20969000,,No Pedestrian Involved,0,1.0
851,24183000,13060000.0,No Pedestrian Involved,1,0.0
852,26475000,12084000.0,No Pedestrian Involved,1,0.0
853,33028000,549102.0,Crossing Not in Crosswalk,1,0.0
854,20609000,,No Pedestrian Involved,1,0.0
855,25956000,,No Pedestrian Involved,1,0.0
856,27554000,,Crossing Not in Crosswalk,1,0.0
857,33269000,,No Pedestrian Involved,1,0.0
858,24888000,,No Pedestrian Involved,1,0.0
859,23797000,2953000.0,No Pedestrian Involved,1,0.0
860,24926000,,No Pedestrian Involved,1,0.0
861,25088000,12440000.0,No Pedestrian Involved,1,0.0
862,33467000,7710205.0,No Pedestrian Involved,1,0.0
863,24903000,6110000.0,No Pedestrian Involved,1,0.0
864,27252000,11984000.0,No Pedestrian Involved,2,0.0
865,24018000,,No Pedestrian Involved,2,0.0
866,21827000,,No Pedestrian Involved,1,0.0
867,24563000,,No Pedestrian Involved,1,0.0
868,24192000,,No Pedestrian Involved,1,0.0
869,21047000,2157202.0,No Pedestrian Involved,3,0.0
870,33269000,213101.0,Crossing in Crosswalk at Intersection,1,0.0
871,27483000,,No Pedestrian Involved,2,0.0
872,22435000,,No Pedestrian Involved,1,0.0
873,24233000,,No Pedestrian Involved,1,0.0
874,25871000,,No Pedestrian Involved,2,0.0
875,24311000,406000.0,Not Stated,1,0.0
876,23070000,9845201.0,No Pedestrian Involved,1,0.0
877,24293000,,Crossing in Crosswalk at Intersection,1,0.0
878,24434000,8121000.0,Crossing in Crosswalk at Intersection,1,0.0
879,26352000,,No Pedestrian Involved,1,0.0
880,21769000,9163000.0,No Pedestrian Involved,2,0.0
881,27216000,,No Pedestrian Involved,1,0.0
882,26029000,10178000.0,No Pedestrian Involved,1,0.0
883,24468000,,No Pedestrian Involved,1,0.0
884,20996000,,No Pedestrian Involved,1,0.0
885,27084000,323000.0,No Pedestrian Involved,2,0.0
886,21540000,9191000.0,"In Road, Including Shoulder",1,0.0
887,27250000,4153000.0,Crossing in Crosswalk at Intersection,1,0.0
888,25963000,6327000.0,No Pedestrian Involved,1,0.0
889,24233000,,No Pedestrian Involved,3,0.0
890,21480000,,No Pedestrian Involved,1,0.0
891,27816000,,No Pedestrian Involved,1,0.0
892,24490000,,No Pedestrian Involved,1,0.0
893,27484000,,No Pedestrian Involved,1,0.0
894,24036000,,Crossing in Crosswalk at Intersection,1,0.0
895,30739000,,No Pedestrian Involved,1,0.0
896,26675000,10156000.0,No Pedestrian Involved,1,0.0
897,24892000,,No Pedestrian Involved,1,0.0
898,24130000,,"In Road, Including Shoulder",1,0.0
899,21135000,,No Pedestrian Involved,2,0.0
900,24590000,,No Pedestrian Involved,1,0.0
901,24459000,,Crossing in Crosswalk at Intersection,1,0.0
902,27500000,6074201.0,No Pedestrian Involved,1,0.0
903,27357000,7291000.0,No Pedestrian Involved,1,0.0
904,24958000,12324000.0,No Pedestrian Involved,1,0.0
905,22511000,2182101.0,No Pedestrian Involved,1,0.0
906,21487000,,No Pedestrian Involved,1,0.0
907,30738000,,Crossing in Crosswalk at Intersection,1,0.0
908,26030000,,Crossing in Crosswalk at Intersection,1,0.0
909,25208000,,No Pedestrian Involved,1,0.0
910,24319000,,No Pedestrian Involved,1,0.0
911,21742000,,No Pedestrian Involved,1,0.0
912,54151000,12553201.0,No Pedestrian Involved,1,0.0
913,24434000,,No Pedestrian Involved,1,0.0
914,23781000,,No Pedestrian Involved,1,0.0
915,26547000,,No Pedestrian Involved,1,0.0
916,33729000,2479101.0,No Pedestrian Involved,1,0.0
917,24335000,,No Pedestrian Involved,1,0.0
918,23897000,,No Pedestrian Involved,1,0.0
919,24570000,,No Pedestrian Involved,1,0.0
920,25973000,,No Pedestrian Involved,1,0.0
921,23323000,11944102.0,No Pedestrian Involved,1,0.0
922,26049000,12131000.0,Crossing Not in Crosswalk,1,0.0
923,25182000,6117000.0,No Pedestrian Involved,1,0.0
924,23889000,,No Pedestrian Involved,3,0.0
925,26345000,,Crossing in Crosswalk at Intersection,1,0.0
926,21718000,8608000.0,No Pedestrian Involved,1,0.0
927,54152000,12204000.0,Crossing Not in Crosswalk,1,0.0
928,24128000,,No Pedestrian Involved,3,0.0
929,25701000,6576103.0,No Pedestrian Involved,1,0.0
930,24795000,3150000.0,No Pedestrian Involved,2,0.0
931,23354000,12409000.0,Crossing in Crosswalk at Intersection,1,0.0
932,25609000,,No Pedestrian Involved,1,0.0
933,27279000,,No Pedestrian Involved,1,0.0
934,24610000,,No Pedestrian Involved,1,0.0
